mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
11.844134251276651,0.548264663375861,0.09077930450439453,0.031787462723902364,0.01,50,"{'classifier__learning_rate': 0.01, 'classifier__n_estimators': 50}",0.9065190957143212,0.906516775858646,0.906516775858646,0.9065175491438712,1.093590452884148e-06,4
26.065913200378418,0.39318987506393627,0.1306166648864746,0.04979896781273386,0.01,100,"{'classifier__learning_rate': 0.01, 'classifier__n_estimators': 100}",0.9565476338188947,0.9574151280524121,0.9561494937462776,0.9567040852058616,0.0005284034611159989,1
12.038726647694906,0.8416290377709553,0.1170512040456136,0.03593109920059899,0.1,50,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 50}",0.9564980023326799,0.9573903116934683,0.95609986102839,0.9566627250181794,0.0005395466628500466,2
22.746795018513996,4.70381339313519,0.08623298009236653,0.015280239371793994,0.1,100,"{'classifier__learning_rate': 0.1, 'classifier__n_estimators': 100}",0.9563491078740353,0.9573158626166369,0.9559261465157832,0.9565303723354851,0.0005816472665235848,3
